CODGEO;LIBGEO;REG;DEP;P14_POP;P09_POP;SUPERF;NAIS0914;DECE0914;P14_MEN;NAISD16;DECESD16;P14_LOG;P14_RP;P14_RSECOCC;P14_LOGVAC;P14_RP_PROP;NBMENFISC14;PIMP14;MED14;TP6014;P14_EMPLT;P14_EMPLT_SAL;P09_EMPLT;P14_POP1564;P14_CHOM1564;P14_ACT1564;ETTOT15;ETAZ15;ETBE15;ETFZ15;ETGU15;ETGZ15;ETOQ15;ETTEF115;ETTEFP1015;Geo Shape;geo_point_2d
95026;Asnières-sur-Oise;11;95;2620.0;2530.0;14.07;133.0;79.0;1036.38617581;35.0;25.0;1173.24032261;1036.38617581;66.6725330596;70.1816137469;861.194590533;962.0;78.2744282744;25982.2857143;;405.618337123;320.281326194;449.238883;1719.4365139;105.311795642;1327.71600301;205.0;6.0;14.0;31.0;129.0;23.0;25.0;36.0;7.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3385761302, 49.1456692097], [2.3389184129, 49.1458041579], [2.3402197332, 49.1460738372], [2.3420007623, 49.1463434283], [2.3433011894, 49.146253427], [2.3476299885, 49.1454443953], [2.3564640398, 49.1460269196], [2.3592998527, 49.1473439501], [2.3596840225, 49.1476435974], [2.3607794076, 49.1487310393], [2.3655161815, 49.1535482982], [2.3704436305, 49.1586531505], [2.3709376784, 49.1591736097], [2.3712527513, 49.1593056237], [2.3723773996, 49.1593762263], [2.3731607193, 49.1593317563], [2.3740318873, 49.1591645625], [2.3830033419, 49.1559130048], [2.3853988412, 49.1538897097], [2.3869051104, 49.1526314643], [2.3893683045, 49.1506533848], [2.3912847263, 49.1493504084], [2.3920372091, 49.1493497158], [2.3944485913, 49.1496630687], [2.3951342316, 49.1497528293], [2.3974628945, 49.1501106606], [2.3998607762, 49.150648611], [2.4153544805, 49.151762414], [2.432826964, 49.1481021771], [2.4399448224, 49.1461646869], [2.4409039786, 49.1458041126], [2.4392525195, 49.1422566773], [2.438977904, 49.1416727802], [2.4389085933, 49.1414926369], [2.4283634175, 49.1417262298], [2.4282268688, 49.1416815252], [2.42622427, 49.1398629994], [2.4122494289, 49.1359779544], [2.4120443995, 49.1359328965], [2.4112746791, 49.1340913538], [2.4110689844, 49.1342261129], [2.4051837464, 49.1360268545], [2.4044992809, 49.1362068875], [2.4014188296, 49.1365683312], [2.3916138275, 49.1372015851], [2.3845617135, 49.1375910054], [2.3768828334, 49.1377870572], [2.3683468777, 49.1347691933], [2.36496311, 49.1328083975], [2.362876993, 49.131080957], [2.3609080761, 49.1293046477], [2.3600176817, 49.1281814105], [2.3597426526, 49.1275982165], [2.3591943029, 49.1262951681], [2.3570711834, 49.1235010554], [2.3561132389, 49.1226471584], [2.3547433357, 49.1214349901], [2.3545387237, 49.1212549663], [2.3544017327, 49.1212551304], [2.3516623677, 49.1199078916], [2.3507727461, 49.1191891858], [2.3499169481, 49.1181784385], [2.3487870788, 49.1168524038], [2.3484451898, 49.1168082933], [2.3415181225, 49.117572599], [2.3392592378, 49.1197289151], [2.3369325833, 49.1230986335], [2.3367963934, 49.1231428392], [2.3361798073, 49.1242210874], [2.3371382577, 49.1276897979], [2.3383024565, 49.1297560935], [2.3389175776, 49.1308348222], [2.3395349171, 49.1314190434], [2.340629665, 49.1319582248], [2.3409718534, 49.1337097822], [2.3411772519, 49.1355522965], [2.3409726044, 49.1373134402], [2.3406207294, 49.1399818767], [2.3400138863, 49.1435129509], [2.3394663437, 49.1443218415], [2.3392606453, 49.1445463885], [2.3385761302, 49.1456692097]]]}";49.1407826035, 2.37895297389
94069;Saint-Maurice;11;94;14874.0;14439.0;1.43;1197.0;466.0;6534.08950478;185.0;86.0;7113.80517246;6534.08950478;180.213282345;399.502385339;2765.96984387;6033.0;74.6646795827;25810.0;10.2796730899;6030.74814496;5534.90462634;6322.966063;10158.0752423;730.336891684;8092.61758894;1441.0;0.0;29.0;92.0;1107.0;176.0;213.0;223.0;69.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.4546492787, 48.8135047775], [2.4535621593, 48.814323643], [2.4457279326, 48.8162185419], [2.4396444796, 48.816599402], [2.4358055893, 48.8167036643], [2.4205379683, 48.8169130511], [2.4195846403, 48.8169138235], [2.4195892671, 48.8199240571], [2.4197280289, 48.8214068991], [2.4198667052, 48.8225308889], [2.4199625195, 48.8240800722], [2.4203291371, 48.824060265], [2.4206779685, 48.8240475655], [2.4214624494, 48.8240540614], [2.4341791215, 48.8201279924], [2.4384475103, 48.8182324479], [2.4420967391, 48.817916762], [2.4534522008, 48.8171489776], [2.4546621287, 48.817094244], [2.4566950145, 48.8170027686], [2.4572359278, 48.8169791434], [2.4578280847, 48.8170043143], [2.4579097471, 48.8170091815], [2.4580076765, 48.8170213173], [2.4583203904, 48.8170713006], [2.4587050853, 48.8171404958], [2.4592770325, 48.8174074995], [2.4599979027, 48.8177606135], [2.4612052143, 48.8183551492], [2.4632391296, 48.8171087722], [2.4610388761, 48.8153423966], [2.4576369676, 48.8133816628], [2.4554024635, 48.8140154592], [2.4546492787, 48.8135047775]]]}";48.8182517632, 2.43673908533
95019;Arnouville;11;95;14297.0;13321.0;2.84;1109.0;468.0;4941.98556509;267.0;91.0;5256.63564465;4941.98556509;28.3617117378;286.288367824;3674.11421025;4825.0;61.6690826258;19286.0;18.958274993;2332.46754447;1900.33007522;2191.973719;9208.59413957;1116.25753712;6780.18876512;1158.0;4.0;44.0;230.0;758.0;224.0;122.0;325.0;40.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.4165339707, 48.9984997879], [2.4205943525, 48.9962866771], [2.4228561828, 48.9928301441], [2.4306291097, 48.9828255161], [2.4316081255, 48.9812537902], [2.4322965995, 48.9797607123], [2.4308071392, 48.9789200562], [2.4254069718, 48.9769303614], [2.4248134149, 48.9750166189], [2.4240843365, 48.9752289397], [2.422488612, 48.9763534187], [2.4210047706, 48.9771160198], [2.4158278152, 48.9793812965], [2.4075786168, 48.982415354], [2.4066435381, 48.9827056841], [2.4040552913, 48.9829967985], [2.4014168964, 48.9826572381], [2.4008034633, 48.9826568735], [2.4016247831, 48.9844180911], [2.406151157, 48.9898072353], [2.4066297384, 48.9902565232], [2.408133522, 48.9918735806], [2.4081338642, 48.9919635057], [2.4091360218, 48.9937192516], [2.4100171311, 48.9938656658], [2.4118630643, 48.9936454235], [2.4137066247, 48.9937551594], [2.415691608, 48.9950210677], [2.4165221901, 48.9982101793], [2.4165339707, 48.9984997879]]]}";48.9859786056, 2.41754697068
95101;Bray-et-Lû;11;95;975.0;971.0;3.71;79.0;106.0;321.681731859;12.0;32.0;344.217011664;321.681731859;5.12165450122;17.4136253041;247.369179879;307.0;;21349.3333333;;372.344274858;343.943624659;425.830578;598.572336497;49.8810280414;474.378756476;77.0;4.0;4.0;10.0;45.0;7.0;14.0;19.0;5.0;"{""type"": ""Polygon"", ""coordinates"": [[[1.6626783441, 49.1525052522], [1.6634268419, 49.1528237889], [1.6643792614, 49.1533684835], [1.6644447548, 49.1535931101], [1.6643025188, 49.1539521096], [1.6673882854, 49.1537444268], [1.6676561377, 49.1541502314], [1.6685239967, 49.1559069686], [1.6692625231, 49.157043622], [1.6701404907, 49.1580370399], [1.6705477811, 49.1583535578], [1.6714272157, 49.1584900524], [1.6786031531, 49.1562868874], [1.6786726281, 49.1561968317], [1.678134216, 49.1554302044], [1.6745252745, 49.1484379374], [1.673174069, 49.1450528448], [1.6733653032, 49.1423492495], [1.674431736, 49.1396669803], [1.6744368038, 49.1393082525], [1.6725197417, 49.1392970115], [1.6703313977, 49.1390156779], [1.6699235618, 49.1388331276], [1.6715268687, 49.1365956214], [1.671554318, 49.1292187771], [1.6712921535, 49.1282744017], [1.6713033118, 49.1274652287], [1.6710978166, 49.1274638583], [1.656601445, 49.1303026596], [1.6559839415, 49.130389282], [1.6557693662, 49.1311071588], [1.6529446767, 49.1382414157], [1.6524061728, 49.1394493225], [1.6528215901, 49.141657039], [1.6532111983, 49.1432772775], [1.6539225302, 49.1454406342], [1.6554480643, 49.1474485255], [1.6589390191, 49.1503721122], [1.6625422245, 49.1524147193], [1.6626783441, 49.1525052522]]]}";49.1424195814, 1.66498224327
94070;Santeny;11;94;3644.0;3676.0;9.91;136.0;144.0;1354.0;30.0;29.0;1417.1757841;1354.0;6.11378555799;57.0619985412;1049.29037696;1323.0;82.8420256992;29740.0;;1210.02107402;1039.11384601;1188.684736;2256.62948294;154.315441152;1646.35072956;427.0;3.0;23.0;44.0;325.0;81.0;32.0;92.0;36.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.5946737377, 48.7318060014], [2.5937899877, 48.7316285074], [2.5934500721, 48.731629149], [2.5899456965, 48.7304901729], [2.58786675, 48.7291239686], [2.5868455821, 48.7284521585], [2.5852087623, 48.7272421376], [2.5800901601, 48.7221649005], [2.5774822188, 48.7193836181], [2.5735833044, 48.7130997195], [2.5686744471, 48.7089302179], [2.5681304477, 48.7089759209], [2.5677714223, 48.7090043027], [2.5577852655, 48.713157345], [2.5553311215, 48.7148544768], [2.5540239736, 48.7154432334], [2.5545552337, 48.7157852086], [2.5552802658, 48.7163581618], [2.5558898641, 48.7169207869], [2.5569928547, 48.7181292436], [2.553468459, 48.7193717317], [2.55351706, 48.7219560126], [2.5536545982, 48.7224053484], [2.5542034085, 48.7243627836], [2.5562020143, 48.7305799475], [2.5610663834, 48.7348279678], [2.56777111, 48.7392758256], [2.5717233375, 48.7430262839], [2.5700444563, 48.750711202], [2.5701727435, 48.7511541777], [2.5703046283, 48.7513255417], [2.5752691426, 48.7521689682], [2.5754744286, 48.7523486821], [2.5771172125, 48.7549070528], [2.577118476, 48.7550869402], [2.5802443974, 48.7550799803], [2.5850939411, 48.7600140139], [2.5893726494, 48.7615317145], [2.595053619, 48.7613757263], [2.5975493852, 48.7605710967], [2.5986221077, 48.7574681438], [2.5993596211, 48.7554892152], [2.59969768, 48.7552187262], [2.601528003, 48.7542255992], [2.602206446, 48.7539094686], [2.6023411144, 48.7537300343], [2.601450587, 48.7524283107], [2.6003560897, 48.750947812], [2.5962598596, 48.7473615439], [2.5961922065, 48.7473163442], [2.5858204454, 48.7414876376], [2.5941501497, 48.7356717719], [2.5946737377, 48.7318060014]]]}";48.735407513, 2.57657899871
94059;Le Plessis-Trévise;11;94;19732.0;18876.0;4.32;1459.0;488.0;7971.17828742;266.0;104.0;8169.63238965;7971.17828742;52.0943805845;146.35972165;4776.17161771;7810.0;74.0304620504;23976.0;9.93917970578;3069.56389776;2496.30059841;3147.097399;12584.4035026;854.803527062;9672.58339056;1457.0;2.0;61.0;271.0;961.0;246.0;162.0;364.0;63.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.557404987, 48.8187058625], [2.557679609, 48.8192446992], [2.5577495007, 48.8195147672], [2.5561223584, 48.8209108471], [2.5561216005, 48.8209998813], [2.5579641729, 48.8219852141], [2.5596804517, 48.8227730921], [2.5649974074, 48.8203696685], [2.5682921934, 48.8183706305], [2.5684958631, 48.8182805298], [2.568969817, 48.8177848902], [2.5692540802, 48.8173353324], [2.5694553903, 48.8167056018], [2.5714864682, 48.8143196821], [2.574124872, 48.8129126037], [2.5803845663, 48.8109228477], [2.5920700871, 48.807527694], [2.5922736734, 48.807437552], [2.5924776103, 48.8073024421], [2.5918208873, 48.7981355587], [2.5915437636, 48.7973638432], [2.5914747358, 48.7971387621], [2.5888748526, 48.793819222], [2.5884703794, 48.7933240683], [2.5872589846, 48.7933090982], [2.5859969615, 48.7933272177], [2.5771597649, 48.7938251157], [2.5755328009, 48.7945253648], [2.5739902994, 48.7955460728], [2.5718742481, 48.7977725769], [2.5716754237, 48.7989410596], [2.5712687435, 48.7993919898], [2.5648463024, 48.805020473], [2.5589198668, 48.806740843], [2.5585150512, 48.807594654], [2.5585209511, 48.8080236772], [2.5604304016, 48.8100722902], [2.5592709032, 48.8143445285], [2.5574053686, 48.8186608957], [2.557404987, 48.8187058625]]]}";48.8062253343, 2.57508931375
95063;Bezons;11;95;28431.0;28012.0;4.16;2606.0;764.0;10978.0430865;557.0;161.0;11792.1633014;10978.0430865;101.349923003;712.770291864;4936.80769801;11203.0;57.6868200464;18766.0714286;20.5532421178;13219.6642621;12261.7106176;9456.365601;18651.2408954;2273.46432799;14185.4392238;2239.0;6.0;83.0;375.0;1590.0;437.0;185.0;472.0;170.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.206095357, 48.9406549514], [2.2067710733, 48.9413734668], [2.2173543896, 48.9363512145], [2.2211846194, 48.9347151581], [2.2298654012, 48.9286703892], [2.2311403715, 48.9277325075], [2.2299064872, 48.9269089141], [2.220540008, 48.9207078675], [2.2203981368, 48.920613416], [2.2203278433, 48.9205688923], [2.2180518858, 48.9190998708], [2.215004802, 48.9171068481], [2.213892624, 48.9162991643], [2.2122197716, 48.9147638329], [2.211625004, 48.914303966], [2.2099759905, 48.9131842423], [2.2084888458, 48.9121914688], [2.2072540722, 48.9114737397], [2.2061503531, 48.9109322335], [2.2005910093, 48.9086793299], [2.1982532145, 48.912002893], [2.1995472046, 48.9126779435], [2.2002319118, 48.9129595076], [2.2037015884, 48.9143909562], [2.2037008911, 48.914614882], [2.2020598444, 48.9165455917], [2.2004862721, 48.9182509981], [2.1991897981, 48.9189689871], [2.199665285, 48.9192842269], [2.201980619, 48.9207331788], [2.2017498368, 48.9305287275], [2.2009969176, 48.9316514394], [2.1996131581, 48.933851797], [2.1991330465, 48.9348036498], [2.1989282039, 48.9352528315], [2.2007667077, 48.9360636861], [2.2018022689, 48.9368970451], [2.2060210023, 48.9405177657], [2.206095357, 48.9406549514]]]}";48.9262855146, 2.21169941046
95120;Butry-sur-Oise;11;95;2250.0;1994.0;2.6;110.0;56.0;816.553816712;22.0;16.0;872.149499567;816.553816712;16.6787048568;38.9169779992;651.653654213;817.0;79.1208791209;25870.0;;194.795734907;151.164149426;162.577472;1463.24741748;116.224813328;1149.33426513;128.0;3.0;10.0;14.0;88.0;14.0;13.0;19.0;2.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.1931404294, 49.073860451], [2.1912885125, 49.0757992345], [2.1911522755, 49.0759340944], [2.1861614568, 49.0776214412], [2.1805295929, 49.0787961736], [2.1786789244, 49.0800963478], [2.1755232417, 49.0830573256], [2.1718177165, 49.0867364667], [2.1715411611, 49.0875087518], [2.1715410938, 49.087598669], [2.173249994, 49.0880060704], [2.1735921321, 49.0881855603], [2.1739329525, 49.0882760217], [2.1742067464, 49.0882770036], [2.1756797534, 49.087851912], [2.176945607, 49.0875386804], [2.1782120876, 49.0872712976], [2.1818057545, 49.0866645886], [2.1867966494, 49.0873944139], [2.1922616284, 49.089250283], [2.1961073583, 49.0906625808], [2.1985635441, 49.0919908669], [2.200821883, 49.0920391687], [2.2056110965, 49.0915952476], [2.2082261131, 49.0910586098], [2.2070686779, 49.0885863579], [2.206046836, 49.0868325236], [2.2055704743, 49.0862035524], [2.2001028991, 49.0792697127], [2.1989438268, 49.0779204166], [2.1970327844, 49.076255868], [2.1947126429, 49.0745903434], [2.1935508448, 49.0739603176], [2.1931404294, 49.073860451]]]}";49.0838595541, 2.19153531919
95051;Beauchamp;11;95;8733.0;8777.0;3.02;467.0;294.0;3536.0;114.0;72.0;3755.71376529;3536.0;31.95836586;187.755399428;2620.8414196;3504.0;78.0821917808;26301.6129032;7.39750952408;3298.40068583;2926.91052805;3477.258527;5671.32824244;440.755915425;4230.92931823;786.0;0.0;41.0;113.0;547.0;123.0;85.0;238.0;56.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.1831631663, 49.0254255907], [2.1833697233, 49.025333476], [2.1930135461, 49.0216605866], [2.1958965231, 49.0212599896], [2.1994515144, 49.0206345028], [2.2053977075, 49.019563456], [2.2039457337, 49.0134966007], [2.2024195337, 49.0089920777], [2.2143298235, 49.0037480229], [2.2149448593, 49.0034786777], [2.214468502, 49.0030735989], [2.2132424118, 49.001724794], [2.2128324057, 49.0019037529], [2.199282137, 49.0070567043], [2.197505096, 49.0075034494], [2.1970956941, 49.0075483712], [2.1970273322, 49.0076378381], [2.1927827318, 49.0088017611], [2.1811552695, 49.0120214174], [2.176933988, 49.0146875671], [2.1752842147, 49.0175942686], [2.1807091008, 49.0236670632], [2.1821408036, 49.0247028451], [2.1831631663, 49.0254255907]]]}";49.0150594532, 2.19244222257
95046;Banthelu;11;95;145.0;122.0;8.1;11.0;4.0;52.0;5.0;0.0;59.0;52.0;4.0;3.0;35.0;45.0;;25553.8461538;;8.06571613031;2.0;17.003322;91.0;4.0;77.0;14.0;4.0;0.0;2.0;7.0;0.0;1.0;3.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[1.8360299412, 49.1403538817], [1.8356582028, 49.139880915], [1.8341367057, 49.1308797592], [1.8304228216, 49.1256212257], [1.8292976722, 49.1217527432], [1.8315731794, 49.1200547056], [1.8313700183, 49.1198297315], [1.8302888113, 49.1183868018], [1.8296780891, 49.1178898994], [1.8276357863, 49.1166686818], [1.8275683245, 49.1166230642], [1.822677818, 49.1128867688], [1.8154725868, 49.1079809868], [1.8153356323, 49.107980537], [1.8090646632, 49.1108734029], [1.8028249166, 49.1119687359], [1.7992592704, 49.1126264812], [1.796154974, 49.1136457253], [1.7935421956, 49.1148469645], [1.7936078559, 49.1150274645], [1.7926707613, 49.1195608465], [1.7923643013, 49.1226591175], [1.7924930769, 49.1234238311], [1.7931674636, 49.1244691733], [1.7946492338, 49.1266771713], [1.7983666464, 49.1312768671], [1.7985022328, 49.1314571603], [1.7993843833, 49.1321799237], [1.8048921452, 49.1358980483], [1.8121630816, 49.1396782748], [1.8132467819, 49.1410098637], [1.8133313739, 49.1409666381], [1.8160613257, 49.1398326838], [1.8189137922, 49.1387897883], [1.8190491243, 49.1389250945], [1.819963359, 49.1398817994], [1.8201333183, 49.1400615036], [1.8276470914, 49.1418460718], [1.8342428776, 49.1410208578], [1.8360292914, 49.1404437932], [1.8360299412, 49.1403538817]]]}";49.1255342848, 1.81439905662
78531;Rosny-sur-Seine;11;78;5842.0;5454.0;19.36;368.0;172.0;2115.0;103.0;31.0;2362.0;2115.0;29.0;218.0;1652.0;2233.0;64.7269471799;21145.5555556;10.8269463493;1491.01923643;1345.01415301;1403.106721;3662.0;344.0;2720.0;374.0;2.0;25.0;71.0;223.0;76.0;53.0;71.0;32.0;"{""type"": ""Polygon"", ""coordinates"": [[[1.6446972741, 48.9827429793], [1.6448978949, 48.9830141511], [1.6449619172, 48.9832837795], [1.6451451622, 48.9849028765], [1.645007579, 48.9849912573], [1.63102674, 48.9879199903], [1.6261235376, 48.9869924707], [1.6157977469, 48.986495147], [1.6079313484, 48.9834137706], [1.6022371026, 48.9830714532], [1.5958237947, 48.9840586944], [1.5908088604, 48.9862284959], [1.5854554322, 48.9882169244], [1.5734708397, 48.9850765503], [1.5708171385, 48.9844306999], [1.5671460419, 48.9834182923], [1.5669376529, 48.9836415433], [1.5657594048, 48.9848928663], [1.5647904023, 48.9857401686], [1.5638226107, 48.9865425091], [1.5633272698, 48.9867641167], [1.5603809146, 48.9875085428], [1.5570916493, 48.98829554], [1.5512052964, 48.9892462744], [1.5492195503, 48.9895919157], [1.547710834, 48.9900314374], [1.546940961, 48.9903413892], [1.5467629151, 48.9906971788], [1.5473943744, 48.9910366904], [1.5486845112, 48.9918185594], [1.5496011202, 48.9925680185], [1.5507659841, 48.9934337878], [1.5510937816, 48.9936374044], [1.5541834718, 48.9954212276], [1.559340741, 48.9976210266], [1.5656532765, 49.000222928], [1.5720069806, 49.004631759], [1.5810994876, 49.0134155328], [1.5829898742, 49.0153372587], [1.5840144673, 49.0161209773], [1.5843584749, 49.016341774], [1.5848184096, 49.0164731038], [1.5868082513, 49.01635715], [1.5889868389, 49.0159367101], [1.5898228872, 49.0157621718], [1.5911287743, 49.0152531958], [1.5933339974, 49.0138967852], [1.5940284635, 49.0130919248], [1.5954168501, 49.0115505339], [1.5970089684, 49.0100555747], [1.597488293, 49.0099235785], [1.6007954764, 49.0095134108], [1.6089499357, 49.0119257773], [1.6141391973, 49.0120478596], [1.6142769286, 49.0119586174], [1.6151109771, 49.0109304164], [1.6158042054, 49.0102603176], [1.6170470753, 49.0092790849], [1.6183529356, 49.0087032637], [1.6206996314, 49.0079532328], [1.6357079851, 49.004177614], [1.6374318743, 49.0039633728], [1.639072721, 49.0038920585], [1.6415314916, 49.0039064265], [1.6450793647, 49.0041965491], [1.6516935581, 49.0049536327], [1.6536699537, 49.0052797939], [1.6575662645, 49.0061103517], [1.6579749274, 49.0061131235], [1.6577221045, 49.0046291043], [1.6568110944, 49.0011636876], [1.656041322, 48.9974210396], [1.655982226, 48.9967467761], [1.6561196413, 48.9966125157], [1.6589287108, 48.9959091875], [1.6627614064, 48.9952576765], [1.6640449488, 48.9948780658], [1.6638003744, 48.994184653], [1.6616002097, 48.9900384661], [1.6595873955, 48.9873305627], [1.6569020515, 48.9838470475], [1.6554229017, 48.9821307124], [1.6543313219, 48.9821247674], [1.654332284, 48.9820348434], [1.6539919078, 48.9819878559], [1.6451080966, 48.9826558866], [1.6446972741, 48.9827429793]]]}";48.9967325176, 1.60741730831
78440;Les Mureaux;11;78;31647.0;31490.0;11.99;3282.0;735.0;10605.0754104;615.0;162.0;11442.9140658;10605.0754104;87.0463962684;750.792259152;4619.11699566;10435.0;48.9031516429;16214.6341463;27.8264805734;12263.4285365;11442.8917527;12685.626902;20133.3423751;2908.86668888;14233.7279452;1983.0;5.0;93.0;264.0;1365.0;460.0;256.0;489.0;142.0;"{""type"": ""Polygon"", ""coordinates"": [[[1.8810411063, 48.9937740427], [1.8813817636, 48.9938203853], [1.8923874328, 48.9964998615], [1.9033399949, 48.998899046], [1.9136670989, 49.0013850818], [1.9278908703, 49.0049257713], [1.9363483804, 49.0064371729], [1.9370973935, 49.0065742039], [1.9374391043, 49.0065754311], [1.9392820412, 49.0067616963], [1.941466738, 49.0068133584], [1.9430381599, 49.0067741502], [1.946470341, 49.0063807677], [1.9459400265, 49.0042223419], [1.9438118629, 48.9967566786], [1.9399532878, 48.9833807679], [1.9396542072, 48.982369113], [1.9393533012, 48.9815813655], [1.9390842605, 48.9809063108], [1.9378523306, 48.9814862487], [1.9366873372, 48.9819318724], [1.9357291108, 48.9822875909], [1.9316072534, 48.9838022416], [1.9311969046, 48.9838903147], [1.9311987954, 48.9836655071], [1.9316911718, 48.981780466], [1.9320551734, 48.9763672123], [1.9241283249, 48.9709104197], [1.9228062689, 48.9688553181], [1.9207690857, 48.9686841197], [1.9205274646, 48.9694661452], [1.9191249169, 48.9711595062], [1.9172999151, 48.9707005838], [1.9158705931, 48.9703306453], [1.9155755947, 48.9706553277], [1.9106391076, 48.9731853184], [1.9063101885, 48.9785013046], [1.9022821538, 48.9785220657], [1.8988696125, 48.9785096731], [1.8931386453, 48.9781745438], [1.8921212136, 48.9774510995], [1.889527419, 48.9758245429], [1.8893189305, 48.9761832363], [1.8884918305, 48.9771684136], [1.8873195745, 48.9785119057], [1.886975408, 48.9788252695], [1.8865639024, 48.9790930418], [1.8858787581, 48.9793151046], [1.8771086414, 48.9830562884], [1.8757843974, 48.9922266734], [1.8757828456, 48.9923615537], [1.8789844202, 48.9931370274], [1.8809050225, 48.9936837431], [1.8810411063, 48.9937740427]]]}";48.9890049642, 1.91405725676
78361;Mantes-la-Jolie;11;78;44985.0;43128.0;9.38;4542.0;1251.0;16644.2569388;903.0;299.0;17620.0573234;16644.2569388;140.008287506;835.792097112;5131.43174534;15973.0;47.8492267234;15487.0;31.5038879017;15429.6891026;14030.5019123;15631.075861;28679.8421668;4471.12065114;20006.595358;3097.0;2.0;83.0;334.0;2173.0;672.0;505.0;760.0;181.0;"{""type"": ""Polygon"", ""coordinates"": [[[1.7083985214, 49.0082914384], [1.7102947238, 49.0074062192], [1.7138300894, 49.0051329163], [1.7172040935, 49.0028496892], [1.7181075837, 49.0021308958], [1.7192038604, 49.0012423831], [1.7206540517, 48.9998567127], [1.7237956197, 48.9944348791], [1.7250942323, 48.9900240022], [1.7258475634, 48.9866100588], [1.7272664932, 48.984858835], [1.7259933847, 48.9845080719], [1.7213575626, 48.9821024949], [1.7209476972, 48.9821008234], [1.7160747004, 48.9830641153], [1.7140859974, 48.983862108], [1.7125068441, 48.9846176985], [1.7081047228, 48.9872908579], [1.7070756367, 48.9877348342], [1.7030284719, 48.9891957335], [1.7025504858, 48.9892382299], [1.7020733787, 48.9891908007], [1.6964652602, 48.9888017417], [1.6906538053, 48.9894894024], [1.6877691303, 48.9903500255], [1.6815220439, 48.992359898], [1.6795984836, 48.9932479708], [1.6757886982, 48.9945702729], [1.6731426718, 48.9952164404], [1.6668472514, 48.9961880871], [1.6662353385, 48.9959600508], [1.665072687, 48.9954641792], [1.6640449488, 48.9948780658], [1.6627614064, 48.9952576765], [1.6589287108, 48.9959091875], [1.6561196413, 48.9966125157], [1.655982226, 48.9967467761], [1.656041322, 48.9974210396], [1.6568110944, 49.0011636876], [1.6577221045, 49.0046291043], [1.6579749274, 49.0061131235], [1.658042325, 49.0062029105], [1.6619922592, 49.0070797875], [1.6664907359, 49.0077881596], [1.6705839026, 49.0082598473], [1.6711292732, 49.008263189], [1.6886137676, 49.009460044], [1.7014617768, 49.0100547889], [1.7026917444, 49.0100168286], [1.7044039029, 49.0096657044], [1.7072138726, 49.0088722318], [1.7083985214, 49.0082914384]]]}";48.9983739633, 1.69410227782
78368;Mareil-sur-Mauldre;11;78;1745.0;1736.0;4.33;75.0;43.0;651.533502574;5.0;10.0;694.83674658;651.533502574;19.1339915374;24.1692524683;568.337686092;642.0;;31820.0;;263.626275802;193.208549654;194.434456;1082.44054584;51.1203209712;755.778862986;135.0;3.0;6.0;12.0;98.0;17.0;16.0;34.0;3.0;"{""type"": ""Polygon"", ""coordinates"": [[[1.8746687836, 48.8770259226], [1.8742558863, 48.8775185066], [1.8709949169, 48.8818894299], [1.869123201, 48.8844979871], [1.8672503325, 48.8865866529], [1.8660485213, 48.8877273936], [1.8595927439, 48.8910603684], [1.8587215092, 48.8909837141], [1.8585165651, 48.8909376905], [1.8584459515, 48.891296772], [1.8580535123, 48.8968764083], [1.8601021043, 48.8998162145], [1.8628625828, 48.9029650964], [1.8658282508, 48.9035373394], [1.867199788, 48.9028892786], [1.868491977, 48.9032540487], [1.8693036019, 48.9038867792], [1.8693724098, 48.9037965919], [1.8712125917, 48.8992136402], [1.8741420257, 48.8971663498], [1.8788647703, 48.8956331462], [1.8837114833, 48.8927581371], [1.8860671769, 48.8896924955], [1.8895054698, 48.8884805861], [1.8886982836, 48.8870646607], [1.8894115838, 48.8834188705], [1.8910714599, 48.8805265323], [1.8913591911, 48.8787969706], [1.8908235173, 48.8777622046], [1.8839833887, 48.8748556436], [1.8831013335, 48.8745317286], [1.8820530797, 48.8753448904], [1.8803444634, 48.8762391091], [1.8788742916, 48.8768855049], [1.8767214078, 48.8775731462], [1.8763117838, 48.8776619395], [1.8756173948, 48.8776140471], [1.8748711652, 48.8772517744], [1.8746687836, 48.8770259226]]]}";48.888885919, 1.87473177505
